station_code,measure_date,hyear,TA_30MIN_MEAN,VW_30MIN_MEAN,VW_30MIN_MAX,DW_30MIN_MEAN,RH_30MIN_MEAN,DW_30MIN_SD,HS,TS0_30MIN_MEAN,TS25_30MIN_MEAN,TS50_30MIN_MEAN,TS100_30MIN_MEAN,RSWR_30MIN_MEAN,TSS_30MIN_MEAN
ADE2,2022-12-19 11:00:00+00:00,2023,8.3,1.8,5.3,139.1,52.1,,,,,,,112.7,0.1
ADE2,2022-12-19 11:30:00+00:00,2023,8.4,1.4,5.4,140.0,50.0,,,-0.3,-0.1,0.1,7.2,113.2,0.1
ADE2,2022-12-19 12:00:00+00:00,2023,8.3,1.1,4.8,142.0,48.4,,,-0.3,-0.1,0.1,7.1,134.3,0.1
ADE2,2022-12-19 12:30:00+00:00,2023,8.9,2.4,7.0,149.0,39.2,,,-0.3,-0.1,0.1,8.1,134.5,0.2
ADE2,2022-12-19 13:00:00+00:00,2023,8.8,1.7,7.6,161.9,37.0,,,-0.3,-0.1,0.1,8.1,140.4,0.1
ADE2,2022-12-19 13:30:00+00:00,2023,8.8,2.1,7.6,173.2,33.7,,,-0.3,-0.1,0.0,7.9,106.6,-0.0
ADE2,2022-12-19 14:00:00+00:00,2023,8.7,1.9,6.1,160.7,33.5,,,-0.3,-0.1,0.0,7.5,64.8,-0.2
ADE2,2022-12-19 14:30:00+00:00,2023,8.6,1.2,6.3,184.4,33.1,,51.9,-0.3,-0.1,0.0,7.2,55.0,-0.2
ADE2,2022-12-19 15:00:00+00:00,2023,8.1,0.5,4.8,167.4,34.0,,55.7,-0.3,-0.1,0.0,6.0,44.8,-0.6
ADE2,2022-12-19 15:30:00+00:00,2023,7.7,0.5,4.0,138.1,35.0,,56.3,-0.2,-0.1,0.0,5.4,25.1,-1.0
ADE2,2022-12-19 16:00:00+00:00,2023,6.7,0.4,2.8,138.6,37.9,40.9,55.2,-0.2,-0.1,0.0,3.3,3.4,-2.1
ADE2,2022-12-19 16:30:00+00:00,2023,6.0,0.7,4.7,125.3,40.7,37.6,56.1,-0.2,-0.1,0.0,3.1,0.1,-2.5
ADE2,2022-12-19 17:00:00+00:00,2023,6.0,0.9,3.5,138.1,40.3,30.8,55.8,-0.2,-0.1,0.0,3.5,-0.0,-2.5
ADE2,2022-12-19 17:30:00+00:00,2023,4.9,0.9,2.9,144.8,44.8,30.0,55.9,-0.2,-0.1,0.0,2.6,-0.0,-2.8
ADE2,2022-12-19 18:00:00+00:00,2023,4.9,0.4,2.0,123.6,42.5,41.0,55.9,-0.2,-0.1,-0.1,2.1,-0.0,-3.1
ADE2,2022-12-19 18:30:00+00:00,2023,4.2,0.6,2.0,112.1,45.6,34.9,56.0,-0.2,-0.1,-0.2,1.3,-0.0,-3.4
ADE2,2022-12-19 19:00:00+00:00,2023,3.2,0.7,1.5,118.1,49.8,16.9,57.0,-0.1,-0.1,-0.5,0.8,-0.0,-3.5
ADE2,2022-12-19 19:30:00+00:00,2023,2.9,0.6,1.8,123.4,49.8,31.0,55.8,-0.1,-0.1,-0.9,0.1,-0.0,-4.3
ADE2,2022-12-19 20:00:00+00:00,2023,2.4,0.5,1.6,117.4,52.5,26.4,56.1,-0.1,-0.1,-1.5,-0.5,-0.0,-4.5
ADE2,2022-12-19 20:30:00+00:00,2023,2.8,0.5,1.9,128.9,50.4,31.4,55.9,-0.1,-0.1,-1.8,0.6,-0.0,-3.5
ADE2,2022-12-19 21:00:00+00:00,2023,3.2,0.5,2.7,137.1,48.5,35.9,56.2,-0.1,-0.1,-1.8,0.5,-0.0,-3.7
ADE2,2022-12-19 21:30:00+00:00,2023,3.1,0.7,2.1,110.7,47.9,33.5,56.4,-0.1,-0.1,-2.1,0.5,-0.0,-4.2
ADE2,2022-12-19 22:00:00+00:00,2023,4.6,1.6,4.0,122.5,41.8,21.8,55.2,-0.1,-0.1,-2.1,2.3,-0.0,-3.5
ADE2,2022-12-19 22:30:00+00:00,2023,7.4,1.3,4.8,134.3,29.3,30.8,54.5,-0.1,-0.1,-1.8,4.7,-0.0,-2.9
ADE2,2022-12-19 23:00:00+00:00,2023,8.4,0.9,7.2,158.1,25.3,55.1,53.0,-0.1,-0.1,-1.7,5.8,-0.0,-2.7
ADE2,2022-12-19 23:30:00+00:00,2023,9.0,0.5,5.8,235.7,23.5,67.1,54.0,-0.1,-0.1,-1.4,6.8,-0.0,-2.2
ADE2,2022-12-20 00:00:00+00:00,2023,8.9,0.7,8.8,311.7,24.7,56.2,53.3,-0.1,-0.1,-1.2,6.3,-0.0,-1.9
ADE2,2022-12-20 00:30:00+00:00,2023,9.1,0.6,5.5,258.7,24.4,67.2,51.5,-0.1,-0.1,-1.0,7.1,-0.0,-1.5
ADE2,2022-12-20 01:00:00+00:00,2023,9.1,0.9,6.5,253.2,24.7,60.6,52.0,-0.1,-0.1,-0.6,7.6,-0.0,-0.9
ADE2,2022-12-20 01:30:00+00:00,2023,8.8,0.9,6.4,199.3,25.6,55.5,51.5,-0.1,-0.1,-0.4,7.2,-0.0,-0.7
ADE2,2022-12-20 02:00:00+00:00,2023,8.0,0.1,6.6,193.3,27.8,74.0,52.4,-0.1,-0.1,-0.4,6.0,-0.0,-1.1
ADE2,2022-12-20 02:30:00+00:00,2023,7.6,0.1,3.7,91.2,27.9,69.0,52.2,-0.1,-0.1,-0.6,5.1,-0.0,-2.0
ADE2,2022-12-20 03:00:00+00:00,2023,6.9,0.2,6.8,97.8,28.5,70.7,52.8,-0.1,-0.1,-1.1,3.9,-0.0,-3.4
ADE2,2022-12-20 03:30:00+00:00,2023,7.5,1.2,5.4,159.1,25.2,48.4,53.0,-0.1,-0.1,-1.4,5.4,-0.0,-3.0
ADE2,2022-12-20 04:00:00+00:00,2023,6.6,0.4,5.2,178.0,28.8,64.8,53.0,-0.1,-0.1,-1.5,4.3,-0.0,-3.4
ADE2,2022-12-20 04:30:00+00:00,2023,5.8,0.2,2.7,204.5,29.7,69.1,53.2,-0.1,-0.1,-2.0,2.7,-0.0,-4.4
ADE2,2022-12-20 05:00:00+00:00,2023,4.8,1.0,2.8,123.1,33.9,39.2,52.4,-0.1,-0.1,-2.4,2.2,-0.0,-4.4
ADE2,2022-12-20 05:30:00+00:00,2023,7.6,1.1,6.3,158.8,22.9,48.7,53.1,-0.1,-0.1,-2.2,5.7,-0.0,-2.7
ADE2,2022-12-20 06:00:00+00:00,2023,7.2,1.1,5.7,156.8,24.6,46.9,52.5,-0.1,-0.1,-1.8,5.3,-0.0,-2.5
ADE2,2022-12-20 06:30:00+00:00,2023,7.6,1.7,4.9,151.6,22.5,37.4,53.2,-0.1,-0.1,-1.5,6.0,-0.0,-2.4
ADE2,2022-12-20 07:00:00+00:00,2023,7.6,1.6,4.5,150.8,23.3,36.1,52.9,-0.1,-0.1,-1.4,6.0,0.2,-2.2
ADE2,2022-12-20 07:30:00+00:00,2023,7.7,1.0,4.8,169.5,24.0,49.5,52.5,-0.1,-0.1,-1.2,6.3,3.5,-1.5
ADE2,2022-12-20 08:00:00+00:00,2023,7.6,0.9,6.1,173.8,27.8,49.9,52.1,-0.1,-0.1,-0.8,6.4,19.1,-1.0
ADE2,2022-12-20 08:30:00+00:00,2023,7.7,0.6,5.4,238.4,30.9,63.2,52.0,-0.1,-0.1,-0.4,6.7,24.8,-0.1
ADE2,2022-12-20 09:00:00+00:00,2023,7.7,0.5,6.3,216.9,33.8,65.9,51.3,-0.1,-0.1,-0.1,6.6,46.9,0.2
ADE2,2022-12-20 09:30:00+00:00,2023,7.7,0.5,6.0,242.5,35.6,57.1,51.3,-0.1,-0.1,-0.0,6.6,65.4,0.1
ADE2,2022-12-20 10:00:00+00:00,2023,7.7,1.4,6.2,283.5,38.2,48.1,51.7,-0.1,-0.1,0.0,7.2,112.5,0.1
ADE2,2022-12-20 10:30:00+00:00,2023,7.4,1.7,6.4,149.2,42.0,33.1,51.6,-0.1,-0.1,0.0,6.5,71.2,-0.0
ADE2,2022-12-20 11:00:00+00:00,2023,8.1,1.0,7.4,148.8,43.6,56.8,52.0,-0.1,-0.1,0.1,7.5,122.9,0.3
ADE2,2022-12-20 11:30:00+00:00,2023,8.3,1.2,9.0,141.8,42.7,54.7,50.3,-0.1,-0.1,0.2,7.6,100.9,0.1
ADE2,2022-12-20 12:00:00+00:00,2023,8.5,0.8,8.0,257.0,39.6,65.3,50.6,-0.1,-0.1,0.2,7.8,127.0,0.2
ADE2,2022-12-20 12:30:00+00:00,2023,8.3,0.4,5.1,234.2,38.0,71.8,51.9,-0.1,-0.1,0.5,7.9,159.1,0.2
ADE2,2022-12-20 13:00:00+00:00,2023,7.9,0.7,6.7,244.8,40.2,57.3,53.3,-0.1,-0.1,0.6,7.4,100.1,0.2
ADE2,2022-12-20 13:30:00+00:00,2023,7.4,0.7,6.9,272.4,44.8,57.2,52.7,-0.0,-0.1,0.7,6.8,96.7,0.1
ADE2,2022-12-20 14:00:00+00:00,2023,7.1,0.1,2.5,281.9,47.6,73.3,51.3,0.0,-0.1,0.5,5.9,65.4,0.1
ADE2,2022-12-20 14:30:00+00:00,2023,7.1,0.3,2.5,25.3,48.5,67.8,51.7,0.0,-0.1,0.5,5.8,60.4,0.1
ADE2,2022-12-20 15:00:00+00:00,2023,7.2,0.6,7.4,300.2,48.3,62.8,51.2,0.0,-0.1,0.7,6.1,36.8,0.2
ADE2,2022-12-20 15:30:00+00:00,2023,7.2,0.2,4.9,179.7,48.6,71.2,50.5,0.0,-0.1,0.7,5.9,14.5,0.1
ADE2,2022-12-20 16:00:00+00:00,2023,7.1,0.7,6.8,164.3,51.2,62.3,50.8,0.0,-0.1,0.9,5.8,2.5,0.1
ADE2,2022-12-20 16:30:00+00:00,2023,6.6,0.7,3.8,108.4,53.5,50.5,50.1,0.0,-0.1,0.8,5.0,0.1,0.1
ADE2,2022-12-20 17:00:00+00:00,2023,7.2,1.6,5.3,135.8,49.1,33.3,52.4,0.0,-0.1,1.4,5.9,-0.0,0.2
ADE2,2022-12-20 17:30:00+00:00,2023,7.5,1.7,7.2,127.6,45.5,36.5,53.9,0.0,-0.1,1.8,6.3,-0.0,0.2
ADE2,2022-12-20 18:00:00+00:00,2023,7.3,1.4,7.7,125.4,46.8,39.7,53.9,0.0,-0.1,1.6,5.9,-0.0,0.2
ADE2,2022-12-20 18:30:00+00:00,2023,7.7,1.9,6.9,140.9,44.9,29.6,53.4,0.0,-0.1,2.2,6.5,-0.0,0.3
ADE2,2022-12-20 19:00:00+00:00,2023,7.4,1.3,5.9,128.8,46.1,48.1,53.4,0.0,-0.1,2.1,6.0,-0.0,0.1
ADE2,2022-12-20 19:30:00+00:00,2023,6.2,0.6,3.0,81.0,51.1,51.8,52.1,0.0,-0.1,1.4,4.8,-0.0,0.0
ADE2,2022-12-20 20:00:00+00:00,2023,5.9,0.8,6.8,149.1,51.8,54.4,51.3,0.0,-0.1,1.4,4.7,-0.0,0.1
ADE2,2022-12-20 20:30:00+00:00,2023,7.1,1.2,7.5,120.9,46.4,56.6,52.5,0.0,-0.1,2.4,5.9,-0.0,0.2
ADE2,2022-12-20 21:00:00+00:00,2023,6.0,0.1,5.7,354.1,51.1,64.9,51.7,0.0,-0.1,1.3,4.5,-0.0,0.0
ADE2,2022-12-20 21:30:00+00:00,2023,4.0,0.6,2.5,68.4,57.9,36.5,50.2,0.0,-0.1,1.2,3.2,-0.0,-0.1
ADE2,2022-12-20 22:00:00+00:00,2023,4.2,1.1,3.6,85.9,56.2,25.6,50.1,0.0,-0.1,1.3,3.3,-0.0,0.1
ADE2,2022-12-20 22:30:00+00:00,2023,5.4,0.3,5.8,342.8,53.2,69.6,50.3,0.0,-0.1,1.5,4.4,-0.0,0.2
ADE2,2022-12-20 23:00:00+00:00,2023,4.8,0.6,2.6,96.4,57.5,47.6,50.1,0.0,-0.1,1.2,3.6,-0.0,-0.0
ADE2,2022-12-20 23:30:00+00:00,2023,3.9,0.6,2.2,49.0,59.7,48.9,49.5,0.0,-0.1,1.1,3.0,-0.0,-0.2
ADE2,2022-12-21 00:00:00+00:00,2023,2.6,0.7,2.3,78.8,61.0,29.8,48.6,0.0,-0.1,0.6,1.9,-0.0,-0.4
ADE2,2022-12-21 00:30:00+00:00,2023,2.2,0.3,1.5,94.0,64.0,48.8,47.9,0.0,-0.1,0.4,1.5,-0.0,-0.2
ADE2,2022-12-21 01:00:00+00:00,2023,2.7,0.5,1.8,126.7,67.6,31.7,47.7,0.0,-0.1,0.6,2.0,-0.0,0.0
ADE2,2022-12-21 01:30:00+00:00,2023,2.3,0.4,2.4,100.1,70.0,43.9,48.2,0.0,-0.1,0.4,1.5,-0.0,-0.2
ADE2,2022-12-21 02:00:00+00:00,2023,2.0,0.4,3.1,11.5,70.4,48.8,47.8,0.0,-0.1,0.4,1.4,-0.0,-0.1
ADE2,2022-12-21 02:30:00+00:00,2023,0.7,0.4,2.4,54.0,84.0,62.0,48.2,0.0,-0.1,0.0,0.5,-0.0,-0.3
ADE2,2022-12-21 03:00:00+00:00,2023,0.3,0.1,1.2,118.5,98.8,48.0,47.8,0.0,-0.1,-0.0,-0.0,-0.0,-0.1
ADE2,2022-12-21 03:30:00+00:00,2023,0.9,0.4,2.1,99.3,98.9,43.2,46.8,0.0,-0.1,0.0,0.5,-0.0,0.1
ADE2,2022-12-21 04:00:00+00:00,2023,0.5,0.1,1.3,273.5,99.7,21.3,50.2,0.0,-0.1,0.0,-0.0,-0.0,-0.0
ADE2,2022-12-21 04:30:00+00:00,2023,0.1,0.1,1.2,240.3,100.0,46.9,49.5,0.0,-0.1,0.0,-0.1,-0.0,-0.1
ADE2,2022-12-21 05:00:00+00:00,2023,0.1,0.2,1.3,33.0,100.0,40.1,55.3,0.0,-0.1,0.0,-0.1,-0.0,-0.1
ADE2,2022-12-21 05:30:00+00:00,2023,0.1,0.4,1.8,84.6,99.5,38.9,49.3,0.0,-0.1,0.0,-0.2,-0.0,-0.3
ADE2,2022-12-21 06:00:00+00:00,2023,0.3,0.6,2.3,93.3,96.2,34.1,44.8,0.1,-0.1,0.0,-0.3,-0.0,-0.7
ADE2,2022-12-21 06:30:00+00:00,2023,0.2,,,,95.9,0.0,46.7,0.1,-0.0,-0.0,-0.4,-0.0,-0.6
ADE2,2022-12-21 07:00:00+00:00,2023,0.2,,,,96.2,0.0,45.8,0.1,-0.0,-0.0,-0.3,0.2,-0.6
ADE2,2022-12-21 07:30:00+00:00,2023,0.6,,,,92.8,0.0,44.8,0.1,-0.0,-0.0,-0.1,3.5,-0.3
ADE2,2022-12-21 08:00:00+00:00,2023,0.2,,,,98.8,0.0,46.4,0.1,-0.0,0.0,-0.1,8.3,-0.3
ADE2,2022-12-21 08:30:00+00:00,2023,0.4,0.1,2.4,112.2,98.7,1.4,46.7,0.1,-0.0,0.0,0.0,21.4,-0.2
ADE2,2022-12-21 09:00:00+00:00,2023,0.3,1.2,4.0,348.5,99.1,34.6,44.3,0.1,-0.0,0.0,0.0,40.5,-0.2
ADE2,2022-12-21 09:30:00+00:00,2023,0.6,0.6,2.7,317.8,96.3,48.2,49.1,0.1,-0.0,0.0,0.2,46.0,-0.1
ADE2,2022-12-21 10:00:00+00:00,2023,0.7,0.6,3.0,346.0,96.7,17.0,48.4,0.1,-0.0,0.0,0.6,104.1,-0.0
ADE2,2022-12-21 10:30:00+00:00,2023,0.9,0.4,2.2,101.7,97.2,28.2,44.8,0.1,-0.0,0.1,0.8,154.9,0.1
ADE2,2022-12-21 11:00:00+00:00,2023,0.7,0.6,2.7,73.6,97.2,50.7,42.3,0.1,-0.0,0.1,0.7,161.1,0.0
ADE2,2022-12-21 11:30:00+00:00,2023,0.8,1.0,4.2,341.9,95.2,30.2,51.1,0.1,-0.0,0.1,0.9,124.9,-0.0
ADE2,2022-12-21 12:00:00+00:00,2023,0.6,0.4,2.1,31.1,97.6,54.9,48.4,0.1,-0.0,0.1,0.8,140.0,-0.2
ADE2,2022-12-21 12:30:00+00:00,2023,0.7,0.4,1.9,77.1,97.1,53.6,45.3,0.1,-0.0,0.1,1.0,181.5,-0.0
ADE2,2022-12-21 13:00:00+00:00,2023,0.8,0.3,1.5,97.9,97.8,20.4,48.4,0.1,-0.0,0.1,0.9,140.2,-0.1
ADE2,2022-12-21 13:30:00+00:00,2023,0.8,0.1,0.7,349.6,98.1,39.1,48.9,0.1,-0.0,0.1,0.5,106.9,-0.2
ADE2,2022-12-21 14:00:00+00:00,2023,0.3,0.3,1.9,20.9,99.8,43.4,44.7,0.1,-0.0,0.1,0.1,64.7,-0.3
ADE2,2022-12-21 14:30:00+00:00,2023,-0.3,1.6,4.7,344.6,99.9,19.8,49.0,0.1,-0.0,0.1,-0.1,49.1,-0.5
ADE2,2022-12-21 15:00:00+00:00,2023,-0.4,1.0,2.9,93.5,100.0,18.0,49.4,0.1,-0.0,0.1,-0.2,40.3,-0.6
ADE2,2022-12-21 15:30:00+00:00,2023,0.7,1.1,2.5,99.5,87.8,24.6,44.3,0.1,-0.0,0.0,-0.1,19.0,-2.0
ADE2,2022-12-21 16:00:00+00:00,2023,0.9,0.7,4.1,154.4,75.1,39.7,49.5,0.1,-0.0,0.0,-1.2,4.0,-5.0
ADE2,2022-12-21 16:30:00+00:00,2023,-0.4,0.3,2.8,56.2,84.9,52.0,44.0,0.1,-0.0,-0.1,-2.5,0.3,-5.4
ADE2,2022-12-21 17:00:00+00:00,2023,-0.7,0.6,2.6,312.7,99.7,21.2,37.6,0.1,-0.0,-0.1,-0.9,-0.0,-1.1
ADE2,2022-12-21 17:30:00+00:00,2023,-0.9,0.9,3.2,324.9,100.0,18.2,36.7,0.1,-0.0,-0.0,-1.0,-0.0,-1.1
ADE2,2022-12-21 18:00:00+00:00,2023,-1.4,0.9,1.9,89.7,99.2,21.2,37.2,0.1,-0.0,-0.2,-2.2,-0.0,-4.5
ADE2,2022-12-21 18:30:00+00:00,2023,-1.2,0.2,1.0,68.8,98.3,32.4,49.7,0.1,-0.0,-0.2,-1.9,-0.0,-3.3
ADE2,2022-12-21 19:00:00+00:00,2023,-0.8,1.9,5.3,119.3,87.3,24.6,55.3,0.1,-0.0,-0.3,-1.9,-0.0,-4.6
ADE2,2022-12-21 19:30:00+00:00,2023,0.1,3.0,6.0,143.3,66.8,20.7,53.5,0.1,-0.0,-0.3,-1.3,-0.0,-4.7
ADE2,2022-12-21 20:00:00+00:00,2023,0.6,1.8,7.5,149.7,55.7,31.1,55.0,0.1,-0.0,-0.4,-0.8,-0.0,-4.8
ADE2,2022-12-21 20:30:00+00:00,2023,0.9,1.9,5.9,158.0,55.9,33.4,53.1,0.0,-0.0,-0.5,-0.2,-0.0,-4.3
ADE2,2022-12-21 21:00:00+00:00,2023,1.1,2.5,6.4,155.8,59.5,27.2,55.4,0.0,-0.0,-0.3,0.5,-0.0,-2.3
ADE2,2022-12-21 21:30:00+00:00,2023,1.1,2.3,7.7,164.8,62.6,33.9,53.4,0.0,-0.0,-0.3,0.6,-0.0,-2.4
ADE2,2022-12-21 22:00:00+00:00,2023,1.2,2.6,6.8,152.9,62.0,27.4,55.7,0.0,-0.0,-0.3,0.8,-0.0,-2.1
ADE2,2022-12-21 22:30:00+00:00,2023,1.3,2.3,8.5,153.5,63.2,29.4,55.5,0.0,-0.0,-0.3,0.9,-0.0,-1.8
ADE2,2022-12-21 23:00:00+00:00,2023,1.7,0.6,6.0,235.6,64.1,67.4,55.8,0.0,-0.0,-0.2,1.3,-0.0,-1.4
ADE2,2022-12-21 23:30:00+00:00,2023,1.6,0.7,4.3,293.9,66.4,56.7,55.3,0.0,-0.0,-0.2,1.1,-0.0,-1.6
ADE2,2022-12-22 00:00:00+00:00,2023,1.7,0.7,7.5,274.9,67.0,54.8,55.3,0.0,-0.0,-0.3,1.0,-0.0,-1.9
ADE2,2022-12-22 00:30:00+00:00,2023,1.7,0.8,5.0,263.6,67.0,53.5,53.8,0.1,-0.0,-0.4,0.9,-0.0,-2.9
ADE2,2022-12-22 01:00:00+00:00,2023,1.4,1.1,7.5,274.8,70.5,45.1,53.9,0.1,-0.0,-0.4,0.9,-0.0,-1.8
ADE2,2022-12-22 01:30:00+00:00,2023,-0.3,0.5,5.0,313.1,86.3,62.5,51.3,0.1,-0.0,-0.3,-0.5,-0.0,-1.8
ADE2,2022-12-22 02:00:00+00:00,2023,0.4,0.8,7.0,292.6,82.6,55.4,43.4,0.1,-0.0,-0.3,0.2,-0.0,-1.4
ADE2,2022-12-22 02:30:00+00:00,2023,-0.9,1.0,2.6,324.3,97.0,29.2,47.1,0.1,-0.0,-0.3,-1.1,-0.0,-1.6
ADE2,2022-12-22 03:00:00+00:00,2023,-1.8,0.8,3.9,288.3,100.0,36.1,46.4,0.1,-0.0,-0.3,-1.8,-0.0,-2.0
ADE2,2022-12-22 03:30:00+00:00,2023,-2.2,0.7,3.8,278.1,99.6,35.4,45.8,0.1,-0.0,-0.4,-2.5,-0.0,-4.0
ADE2,2022-12-22 04:00:00+00:00,2023,-2.3,0.8,7.1,260.9,92.4,50.7,49.0,0.1,-0.0,-1.0,-3.5,-0.0,-7.8
ADE2,2022-12-22 04:30:00+00:00,2023,-0.9,1.5,6.9,272.2,64.9,45.5,52.7,0.1,-0.0,-1.1,-1.8,-0.0,-7.0
ADE2,2022-12-22 05:00:00+00:00,2023,-0.6,1.7,6.6,267.0,57.7,38.1,56.4,0.1,-0.0,-1.3,-1.6,-0.0,-7.4
ADE2,2022-12-22 05:30:00+00:00,2023,-1.2,1.5,5.4,263.5,69.2,38.0,55.8,0.1,-0.0,-1.3,-2.2,-0.0,-7.5
ADE2,2022-12-22 06:00:00+00:00,2023,-1.4,1.1,5.5,249.6,74.5,39.3,53.8,0.1,-0.0,-1.7,-2.6,-0.0,-7.9
ADE2,2022-12-22 06:30:00+00:00,2023,-1.8,1.4,6.3,267.7,84.9,40.9,50.7,0.1,-0.0,-1.8,-2.6,0.0,-6.7
ADE2,2022-12-22 07:00:00+00:00,2023,-0.7,1.4,7.3,276.7,69.5,46.3,50.1,0.1,-0.0,-1.6,-1.4,0.3,-5.1
ADE2,2022-12-22 07:30:00+00:00,2023,-0.2,1.4,8.3,194.8,64.3,56.6,50.1,0.1,-0.0,-1.4,-0.6,6.5,-3.8
ADE2,2022-12-22 08:00:00+00:00,2023,-0.8,0.9,4.7,254.2,75.2,46.8,56.1,0.1,-0.0,-1.3,-1.1,23.3,-3.4
ADE2,2022-12-22 08:30:00+00:00,2023,-1.5,0.7,4.5,285.8,87.1,57.2,56.0,0.1,-0.0,-1.1,-1.6,47.9,-3.3
ADE2,2022-12-22 09:00:00+00:00,2023,-2.0,1.4,7.8,288.0,92.0,49.6,51.0,0.1,-0.0,-0.8,-1.8,62.8,-3.0
ADE2,2022-12-22 09:30:00+00:00,2023,-1.7,1.9,6.6,299.9,85.4,34.6,55.3,0.1,-0.0,-0.6,-1.6,84.7,-3.8
ADE2,2022-12-22 10:00:00+00:00,2023,-1.2,2.5,10.5,305.2,79.6,36.8,51.6,0.1,-0.0,-0.4,-1.0,129.7,-3.6
ADE2,2022-12-22 10:30:00+00:00,2023,-1.1,2.0,10.3,300.4,77.4,35.9,54.6,0.1,-0.1,-0.2,-0.9,112.4,-3.6
ADE2,2022-12-22 11:00:00+00:00,2023,-0.9,2.4,7.9,302.3,77.5,34.0,55.6,0.1,-0.1,-0.3,-0.7,136.6,-3.4
ADE2,2022-12-22 11:30:00+00:00,2023,-0.8,2.2,14.1,298.3,77.3,40.0,47.8,0.0,-0.1,-0.4,-0.6,143.3,-4.0
ADE2,2022-12-22 12:00:00+00:00,2023,-1.0,1.7,8.8,293.7,80.1,42.1,53.7,0.0,-0.1,-0.4,-0.8,112.9,-3.4
ADE2,2022-12-22 12:30:00+00:00,2023,-0.8,2.1,9.8,293.2,79.3,44.8,52.9,0.1,-0.1,-0.3,-0.6,131.0,-2.6
ADE2,2022-12-22 13:00:00+00:00,2023,-0.5,1.1,4.7,266.9,75.8,51.0,55.0,0.0,-0.1,-0.2,-0.2,128.0,-2.4
ADE2,2022-12-22 13:30:00+00:00,2023,-0.3,2.2,9.3,299.3,73.8,37.3,54.9,0.0,-0.1,-0.2,-0.2,103.0,-2.4
ADE2,2022-12-22 14:00:00+00:00,2023,-0.4,1.4,9.2,297.3,76.6,46.4,54.8,0.0,-0.1,-0.4,-0.4,55.1,-2.2
ADE2,2022-12-22 14:30:00+00:00,2023,0.0,0.9,8.6,299.0,74.4,57.4,56.0,0.0,-0.1,-0.5,-0.1,35.6,-2.0
ADE2,2022-12-22 15:00:00+00:00,2023,-0.0,1.3,8.7,295.8,77.8,48.0,55.3,0.0,-0.1,-0.6,-0.2,26.1,-1.8
ADE2,2022-12-22 15:30:00+00:00,2023,-1.0,0.4,2.7,355.1,93.1,61.8,50.7,0.1,-0.1,-0.7,-1.1,14.1,-2.0
ADE2,2022-12-22 16:00:00+00:00,2023,-1.0,0.6,4.7,49.6,94.0,56.5,52.5,0.1,-0.2,-0.8,-1.1,2.5,-2.0
ADE2,2022-12-22 16:30:00+00:00,2023,-0.9,0.7,5.3,37.9,91.8,59.7,50.0,0.1,-0.2,-0.8,-0.9,0.1,-2.0
ADE2,2022-12-22 17:00:00+00:00,2023,-1.0,0.6,3.3,23.9,93.5,60.8,50.6,0.1,-0.2,-0.9,-1.1,-0.0,-2.1
ADE2,2022-12-22 17:30:00+00:00,2023,-1.2,0.5,3.9,1.8,94.7,62.7,57.0,0.1,-0.2,-0.9,-1.4,-0.0,-2.4
ADE2,2022-12-22 18:00:00+00:00,2023,-0.4,1.4,5.6,127.5,79.5,47.0,50.2,0.1,-0.2,-1.0,-0.6,-0.0,-2.3
ADE2,2022-12-22 18:30:00+00:00,2023,-0.2,0.4,5.9,150.9,76.8,58.0,48.6,0.1,-0.2,-1.0,-0.4,-0.0,-2.0
ADE2,2022-12-22 19:00:00+00:00,2023,-0.1,0.2,2.9,262.8,79.6,72.4,45.0,0.1,-0.2,-1.0,-0.3,-0.0,-1.8
ADE2,2022-12-22 19:30:00+00:00,2023,-0.4,0.7,9.4,287.4,86.6,65.8,56.5,0.1,-0.2,-0.9,-0.5,-0.0,-1.6
ADE2,2022-12-22 20:00:00+00:00,2023,-0.5,1.9,12.5,314.2,97.3,46.8,51.3,0.1,-0.2,-0.8,-0.3,-0.0,-1.1
ADE2,2022-12-22 20:30:00+00:00,2023,-0.4,0.8,5.8,300.6,98.8,61.8,49.1,0.1,-0.3,-0.8,-0.1,-0.0,-0.9
ADE2,2022-12-22 21:00:00+00:00,2023,0.3,3.9,11.3,321.5,95.1,24.6,53.2,0.0,-0.3,-0.7,0.3,-0.0,-0.5
ADE2,2022-12-22 21:30:00+00:00,2023,-0.2,3.7,10.4,309.9,99.8,28.5,53.6,0.0,-0.2,-0.6,-0.1,-0.0,-0.5
ADE2,2022-12-22 22:00:00+00:00,2023,-0.1,2.7,10.3,275.4,99.8,38.5,50.8,0.0,-0.2,-0.5,0.0,-0.0,-0.4
ADE2,2022-12-22 22:30:00+00:00,2023,-0.2,2.6,8.9,271.5,100.0,37.8,52.6,0.0,-0.2,-0.4,-0.1,-0.0,-0.5
ADE2,2022-12-22 23:00:00+00:00,2023,0.2,2.4,9.0,263.6,100.0,35.7,57.2,0.0,-0.2,-0.4,0.1,-0.0,-0.2
ADE2,2022-12-22 23:30:00+00:00,2023,0.3,2.5,8.8,262.1,99.9,33.1,53.0,0.0,-0.2,-0.3,-0.0,-0.0,-0.0
ADE2,2022-12-23 00:00:00+00:00,2023,0.4,2.6,6.7,263.4,99.8,32.4,58.9,0.0,-0.2,-0.3,0.0,-0.0,-0.0
ADE2,2022-12-23 00:30:00+00:00,2023,0.4,2.7,9.7,257.5,99.9,31.1,53.0,0.0,-0.2,-0.2,0.0,-0.0,0.0
