station_code,measure_date,hyear,TA_30MIN_MEAN,VW_30MIN_MEAN,VW_30MIN_MAX,DW_30MIN_MEAN,RH_30MIN_MEAN,DW_30MIN_SD,HS,TS0_30MIN_MEAN,TS25_30MIN_MEAN,TS50_30MIN_MEAN,TS100_30MIN_MEAN,RSWR_30MIN_MEAN,TSS_30MIN_MEAN
ADE2,2024-06-15 11:30:00+00:00,2024,7.7,3.4,8.3,136.0,62.1,23.5,39.3,9.0,,10.3,10.0,338.5,0.7
ADE2,2024-06-15 12:00:00+00:00,2024,8.8,1.0,4.9,151.3,57.2,47.9,38.2,10.0,,11.8,11.6,300.9,0.9
ADE2,2024-06-15 12:30:00+00:00,2024,8.8,0.7,7.6,266.5,60.1,65.1,37.9,11.3,,11.2,11.1,241.7,0.9
ADE2,2024-06-15 13:00:00+00:00,2024,8.5,0.3,10.7,304.5,58.9,76.2,37.2,11.2,,10.4,10.4,242.2,0.9
ADE2,2024-06-15 13:30:00+00:00,2024,8.4,0.8,9.7,256.6,55.8,68.0,36.7,10.7,,10.7,10.8,257.4,0.8
ADE2,2024-06-15 14:00:00+00:00,2024,8.6,2.4,9.1,308.1,51.9,40.6,36.6,11.1,,10.2,10.5,240.6,0.7
ADE2,2024-06-15 14:30:00+00:00,2024,8.6,0.4,7.7,278.4,53.1,71.2,36.0,10.2,,10.8,11.1,218.9,0.8
ADE2,2024-06-15 15:00:00+00:00,2024,8.2,2.4,8.0,310.5,63.4,31.7,35.2,9.8,,9.9,10.2,175.8,0.6
ADE2,2024-06-15 15:30:00+00:00,2024,6.5,0.8,4.6,330.7,84.1,51.7,35.4,8.8,,7.2,7.3,94.9,0.6
ADE2,2024-06-15 16:00:00+00:00,2024,6.6,0.4,5.5,223.6,82.9,61.1,36.1,7.7,,7.0,7.0,62.2,0.7
ADE2,2024-06-15 16:30:00+00:00,2024,6.3,0.7,6.6,312.6,89.1,47.6,35.0,6.5,,6.4,6.4,54.4,0.5
ADE2,2024-06-15 17:00:00+00:00,2024,5.6,0.1,3.8,257.2,94.0,72.2,35.6,5.6,,5.4,5.4,40.3,0.6
ADE2,2024-06-15 17:30:00+00:00,2024,5.2,0.4,3.3,310.2,98.0,62.4,34.1,4.8,,4.8,4.8,22.2,0.6
ADE2,2024-06-15 18:00:00+00:00,2024,5.0,0.9,3.1,331.1,98.2,27.4,33.2,4.2,,4.5,4.5,11.7,0.9
ADE2,2024-06-15 18:30:00+00:00,2024,4.8,0.2,4.6,226.2,96.4,71.9,,3.6,,4.2,4.2,6.5,1.0
ADE2,2024-06-15 19:00:00+00:00,2024,4.4,0.2,2.5,339.1,98.1,64.2,17.8,3.1,,3.7,3.7,2.6,0.8
ADE2,2024-06-15 19:30:00+00:00,2024,4.1,0.2,3.6,265.7,99.0,64.8,16.6,2.7,,3.3,3.3,1.2,0.7
ADE2,2024-06-15 20:00:00+00:00,2024,3.9,0.1,1.6,101.7,97.6,49.7,17.6,2.3,,2.6,2.8,0.1,0.6
ADE2,2024-06-15 20:30:00+00:00,2024,3.5,0.1,0.7,99.3,98.4,14.9,17.4,2.0,,2.2,2.3,-0.0,0.6
ADE2,2024-06-15 21:00:00+00:00,2024,3.4,0.3,1.7,313.6,100.0,26.6,16.0,1.8,,2.6,2.7,-0.0,0.7
ADE2,2024-06-15 21:30:00+00:00,2024,3.2,0.2,1.6,296.2,99.9,42.3,15.7,1.7,,2.7,2.6,-0.0,0.7
ADE2,2024-06-15 22:00:00+00:00,2024,3.0,0.2,1.5,170.6,98.5,40.0,15.4,1.6,,2.2,2.2,-0.0,0.7
ADE2,2024-06-15 22:30:00+00:00,2024,2.9,0.2,0.9,97.5,97.2,27.2,15.3,1.4,,2.0,2.1,-0.0,0.7
ADE2,2024-06-15 23:00:00+00:00,2024,3.0,0.8,1.7,95.9,95.1,22.3,15.0,1.2,,2.0,2.0,-0.0,0.7
ADE2,2024-06-15 23:30:00+00:00,2024,3.1,0.9,2.1,95.5,92.8,11.3,15.0,1.1,,2.0,2.1,-0.0,0.6
ADE2,2024-06-16 00:00:00+00:00,2024,2.9,0.5,1.4,89.3,93.2,18.7,15.0,0.8,,2.0,2.1,-0.0,0.6
ADE2,2024-06-16 00:30:00+00:00,2024,2.9,0.3,1.2,76.9,92.6,39.6,14.7,0.6,,2.1,2.1,-0.0,0.5
ADE2,2024-06-16 01:00:00+00:00,2024,2.6,0.4,1.8,91.2,95.0,34.9,14.3,0.4,,1.7,1.8,-0.0,0.5
ADE2,2024-06-16 01:30:00+00:00,2024,2.5,0.2,1.2,135.2,95.8,31.5,14.0,0.3,,1.5,1.6,-0.0,0.6
ADE2,2024-06-16 02:00:00+00:00,2024,2.5,0.5,1.6,87.5,95.2,12.8,14.0,0.3,,1.5,1.5,-0.0,0.6
ADE2,2024-06-16 02:30:00+00:00,2024,2.7,0.4,1.9,87.7,89.2,32.1,13.9,0.2,,1.7,1.8,-0.0,0.6
ADE2,2024-06-16 03:00:00+00:00,2024,3.3,1.2,3.1,119.4,78.7,31.7,13.8,0.0,,2.4,2.5,-0.0,0.6
ADE2,2024-06-16 03:30:00+00:00,2024,2.8,0.4,1.5,123.5,84.9,45.9,13.7,-0.0,,1.6,1.7,0.2,0.3
ADE2,2024-06-16 04:00:00+00:00,2024,2.6,0.5,2.6,135.5,80.5,21.4,13.4,0.1,,1.5,1.7,2.5,0.1
ADE2,2024-06-16 04:30:00+00:00,2024,3.4,1.7,6.1,144.1,69.7,25.2,13.3,0.1,,2.7,2.8,5.3,0.1
ADE2,2024-06-16 05:00:00+00:00,2024,3.5,3.8,6.7,135.2,67.5,16.1,13.1,0.1,,3.0,3.1,9.2,0.3
ADE2,2024-06-16 05:30:00+00:00,2024,3.4,3.8,8.5,133.5,68.0,17.6,12.8,0.1,,2.9,2.9,6.8,0.2
ADE2,2024-06-16 06:00:00+00:00,2024,4.1,4.0,8.0,137.7,58.9,18.9,12.4,0.1,,4.5,4.4,47.5,0.3
ADE2,2024-06-16 06:30:00+00:00,2024,4.2,3.6,8.7,135.0,61.8,19.1,13.0,1.4,,5.8,5.4,88.4,0.3
ADE2,2024-06-16 07:00:00+00:00,2024,5.9,2.6,7.4,145.4,38.0,28.3,12.6,3.8,,7.8,7.4,110.7,0.6
ADE2,2024-06-16 07:30:00+00:00,2024,6.7,0.4,6.2,193.7,39.0,64.5,12.7,6.8,,9.2,8.9,131.6,0.6
ADE2,2024-06-16 08:00:00+00:00,2024,7.1,1.4,5.5,148.0,33.2,26.8,12.3,9.3,,9.6,9.1,150.6,0.8
ADE2,2024-06-16 08:30:00+00:00,2024,8.1,0.6,3.6,142.1,30.1,35.0,11.5,11.4,,10.5,9.9,168.1,1.1
ADE2,2024-06-16 09:00:00+00:00,2024,7.6,0.4,3.9,207.4,35.1,68.4,12.1,13.1,,10.5,9.9,197.7,1.1
ADE2,2024-06-16 09:30:00+00:00,2024,7.7,0.8,5.0,194.7,32.6,52.7,11.9,14.1,,10.4,10.0,209.7,1.2
ADE2,2024-06-16 10:00:00+00:00,2024,7.8,1.1,6.5,170.7,35.5,38.6,11.9,15.1,,10.8,10.3,222.2,1.5
ADE2,2024-06-16 10:30:00+00:00,2024,8.1,0.7,6.7,208.3,36.8,60.3,11.5,15.7,,11.2,10.9,228.8,1.9
ADE2,2024-06-16 11:00:00+00:00,2024,8.1,0.8,4.9,171.0,38.7,54.1,11.6,15.6,,10.6,10.4,217.4,2.0
ADE2,2024-06-16 11:30:00+00:00,2024,8.8,0.6,4.6,160.3,38.7,57.4,11.3,15.8,,11.4,11.3,230.1,2.6
ADE2,2024-06-16 12:00:00+00:00,2024,8.2,0.9,3.6,167.0,46.8,52.8,11.9,14.8,,9.6,9.6,130.5,2.4
ADE2,2024-06-16 12:30:00+00:00,2024,8.7,0.7,3.2,169.7,47.8,57.6,12.1,14.8,,10.9,10.9,169.1,2.7
ADE2,2024-06-16 13:00:00+00:00,2024,9.0,1.2,5.2,149.8,46.9,33.7,11.6,16.4,,11.9,12.0,227.4,3.0
ADE2,2024-06-16 13:30:00+00:00,2024,9.3,0.8,4.8,163.7,48.5,37.1,11.7,17.6,,11.6,11.8,193.4,3.0
ADE2,2024-06-16 14:00:00+00:00,2024,9.2,0.6,3.9,250.7,52.0,63.5,12.6,16.9,,10.9,11.0,138.6,2.5
ADE2,2024-06-16 14:30:00+00:00,2024,9.1,0.5,2.9,244.0,55.0,58.2,12.9,15.6,,10.3,10.5,100.5,2.4
ADE2,2024-06-16 15:00:00+00:00,2024,9.1,0.4,3.7,190.6,56.1,52.3,12.6,15.3,,10.1,10.4,97.3,2.2
ADE2,2024-06-16 15:30:00+00:00,2024,8.7,0.4,2.9,215.4,60.2,47.7,13.3,14.9,,9.3,9.4,58.8,1.9
ADE2,2024-06-16 16:00:00+00:00,2024,7.9,0.6,2.8,176.4,64.3,34.8,13.7,14.2,,8.5,8.6,65.1,1.8
ADE2,2024-06-16 16:30:00+00:00,2024,8.1,0.4,2.1,205.4,66.1,50.0,13.5,13.3,,8.7,8.9,56.0,1.7
ADE2,2024-06-16 17:00:00+00:00,2024,8.4,0.7,2.5,195.0,67.1,36.0,13.6,12.3,,8.9,10.2,74.0,2.0
ADE2,2024-06-16 17:30:00+00:00,2024,8.4,0.4,2.8,228.9,69.7,36.4,13.0,12.0,,8.5,9.3,42.9,1.2
ADE2,2024-06-16 18:00:00+00:00,2024,7.6,0.4,2.8,227.3,75.9,45.8,13.6,10.8,,7.2,7.5,25.5,1.0
ADE2,2024-06-16 18:30:00+00:00,2024,6.9,0.2,2.3,136.1,79.2,66.7,13.8,9.3,,5.9,6.2,14.1,0.6
ADE2,2024-06-16 19:00:00+00:00,2024,6.6,0.8,2.5,130.5,77.5,28.4,14.0,7.7,,5.2,5.5,7.2,0.5
ADE2,2024-06-16 19:30:00+00:00,2024,6.2,1.1,2.5,102.4,77.3,21.0,13.6,6.3,,4.6,4.9,2.1,0.2
ADE2,2024-06-16 20:00:00+00:00,2024,6.9,1.0,2.6,89.9,70.0,30.8,13.7,5.2,,5.2,5.5,0.2,0.4
ADE2,2024-06-16 20:30:00+00:00,2024,7.3,0.7,2.3,82.1,64.0,47.1,13.4,4.4,,5.8,6.0,0.0,0.3
ADE2,2024-06-16 21:00:00+00:00,2024,7.2,0.5,3.9,54.5,67.4,52.5,13.2,3.7,,5.7,6.1,-0.0,0.4
ADE2,2024-06-16 21:30:00+00:00,2024,6.2,1.0,2.8,81.0,73.6,31.3,13.3,3.3,,5.2,5.3,-0.0,0.3
ADE2,2024-06-16 22:00:00+00:00,2024,6.1,0.9,2.4,81.1,78.5,30.9,12.9,3.1,,4.8,5.0,-0.0,0.7
ADE2,2024-06-16 22:30:00+00:00,2024,6.5,1.2,3.4,105.6,71.7,26.9,12.9,2.9,,4.9,5.1,-0.0,0.7
ADE2,2024-06-16 23:00:00+00:00,2024,6.5,0.7,2.3,105.5,66.9,40.3,12.5,2.7,,5.1,5.3,-0.0,0.1
ADE2,2024-06-16 23:30:00+00:00,2024,7.1,1.0,5.3,132.3,61.7,41.2,11.9,2.3,,5.6,5.9,-0.0,0.2
ADE2,2024-06-17 00:00:00+00:00,2024,7.0,1.0,4.3,116.2,62.7,40.4,11.8,2.0,,5.3,5.6,-0.0,0.3
ADE2,2024-06-17 00:30:00+00:00,2024,7.7,0.6,5.0,145.6,58.7,62.1,12.0,1.9,,6.9,7.0,-0.0,0.5
ADE2,2024-06-17 01:00:00+00:00,2024,7.4,0.4,4.0,203.7,59.2,57.5,11.8,1.8,,6.2,6.5,-0.0,0.3
ADE2,2024-06-17 01:30:00+00:00,2024,8.0,1.2,6.5,275.1,53.7,42.3,11.5,1.8,,7.4,7.4,-0.0,0.6
ADE2,2024-06-17 02:00:00+00:00,2024,7.7,0.7,5.5,191.9,56.3,63.4,11.3,2.0,,7.0,7.1,-0.0,1.0
ADE2,2024-06-17 02:30:00+00:00,2024,7.9,1.0,5.5,265.0,55.6,54.8,11.0,2.1,,7.3,7.3,-0.0,0.8
ADE2,2024-06-17 03:00:00+00:00,2024,7.6,0.7,6.0,219.7,58.5,60.5,10.9,2.1,,6.9,7.0,-0.0,1.0
ADE2,2024-06-17 03:30:00+00:00,2024,7.6,1.6,9.4,187.7,57.4,51.2,10.6,2.3,,7.2,7.2,0.1,1.0
ADE2,2024-06-17 04:00:00+00:00,2024,7.8,1.1,6.1,267.7,54.3,57.9,10.4,2.4,,7.4,7.4,0.7,1.2
ADE2,2024-06-17 04:30:00+00:00,2024,7.7,0.8,5.5,234.8,50.9,58.4,10.0,2.5,,7.2,7.3,2.2,1.2
ADE2,2024-06-17 05:00:00+00:00,2024,7.7,1.2,6.2,268.9,50.6,51.5,9.9,2.6,,7.4,7.4,5.9,1.1
ADE2,2024-06-17 05:30:00+00:00,2024,7.5,0.8,6.2,158.7,50.4,57.7,9.6,2.7,,6.9,7.1,14.5,0.8
ADE2,2024-06-17 06:00:00+00:00,2024,7.4,0.6,3.4,147.9,51.6,59.4,9.4,3.1,,6.8,6.9,19.7,0.7
ADE2,2024-06-17 06:30:00+00:00,2024,7.7,0.4,4.9,203.7,52.8,69.1,9.1,3.7,,7.6,7.7,34.1,1.0
ADE2,2024-06-17 07:00:00+00:00,2024,8.2,0.3,5.1,190.3,51.9,72.0,9.1,4.7,,8.7,8.7,49.3,1.0
ADE2,2024-06-17 07:30:00+00:00,2024,7.9,1.6,4.9,135.4,51.8,21.1,9.2,5.9,,8.1,8.1,57.3,1.1
ADE2,2024-06-17 08:00:00+00:00,2024,8.6,2.8,5.7,138.2,47.2,15.9,8.4,8.0,,9.9,9.7,144.9,1.6
ADE2,2024-06-17 08:30:00+00:00,2024,9.2,1.9,5.8,124.6,48.1,28.8,8.5,10.9,,11.8,11.2,176.7,2.4
ADE2,2024-06-17 09:00:00+00:00,2024,9.0,3.6,12.1,125.1,50.5,18.8,8.8,12.6,,10.2,9.9,124.5,2.6
ADE2,2024-06-17 09:30:00+00:00,2024,9.2,3.2,6.6,127.3,49.7,22.0,8.3,11.2,,10.1,10.0,109.1,2.6
ADE2,2024-06-17 10:00:00+00:00,2024,9.4,3.7,7.5,121.2,52.1,21.7,8.4,10.1,,9.6,9.6,72.7,2.5
ADE2,2024-06-17 10:30:00+00:00,2024,9.5,2.2,4.5,110.8,56.2,22.6,8.4,10.3,,10.3,10.2,96.7,2.5
ADE2,2024-06-17 11:00:00+00:00,2024,9.6,2.2,4.9,116.2,55.0,20.4,8.2,11.1,,10.2,10.1,102.5,2.5
ADE2,2024-06-17 11:30:00+00:00,2024,10.5,1.3,4.3,139.0,51.1,35.2,8.4,11.9,,11.9,11.9,150.8,2.6
ADE2,2024-06-17 12:00:00+00:00,2024,11.3,0.5,3.9,130.9,54.9,50.6,7.8,13.5,,13.8,13.8,205.7,3.3
ADE2,2024-06-17 12:30:00+00:00,2024,11.1,1.2,4.5,134.3,50.0,42.7,8.5,14.7,,12.7,12.8,149.8,3.2
ADE2,2024-06-17 13:00:00+00:00,2024,10.9,0.6,5.3,135.3,50.5,67.0,8.9,13.8,,11.5,11.6,97.7,3.0
ADE2,2024-06-17 13:30:00+00:00,2024,11.2,0.8,3.5,141.4,48.3,50.6,9.0,14.0,,11.9,12.1,105.9,3.1
ADE2,2024-06-17 14:00:00+00:00,2024,11.4,1.0,3.2,148.3,48.1,41.5,8.7,15.2,,13.0,13.4,177.3,3.2
ADE2,2024-06-17 14:30:00+00:00,2024,11.5,0.9,3.5,157.5,50.0,48.2,9.5,15.6,,12.6,13.0,123.4,3.2
ADE2,2024-06-17 15:00:00+00:00,2024,11.0,0.6,2.4,145.4,52.8,44.4,9.3,14.4,,10.5,10.9,83.3,2.7
ADE2,2024-06-17 15:30:00+00:00,2024,10.9,0.7,2.2,172.5,53.3,31.1,10.3,14.0,,10.7,11.2,61.3,2.5
ADE2,2024-06-17 16:00:00+00:00,2024,10.8,0.5,2.0,180.2,58.5,37.9,10.1,13.7,,10.9,11.5,78.0,2.6
ADE2,2024-06-17 16:30:00+00:00,2024,10.1,0.3,1.4,136.1,65.0,28.4,10.1,13.5,,8.6,9.0,33.2,1.9
ADE2,2024-06-17 17:00:00+00:00,2024,9.9,0.9,2.8,147.2,67.8,21.5,10.8,12.1,,9.4,10.9,52.0,2.0
ADE2,2024-06-17 17:30:00+00:00,2024,10.2,0.9,3.8,142.1,66.7,18.6,10.1,12.1,,9.5,10.6,42.2,1.8
ADE2,2024-06-17 18:00:00+00:00,2024,9.8,2.1,3.5,148.5,65.4,15.8,11.6,10.9,,9.8,10.0,26.5,1.5
ADE2,2024-06-17 18:30:00+00:00,2024,9.7,1.2,3.2,145.8,64.0,25.6,11.7,9.5,,8.4,8.7,11.3,1.5
ADE2,2024-06-17 19:00:00+00:00,2024,9.9,3.1,4.9,132.5,64.8,15.3,11.8,8.6,,8.9,9.0,7.2,1.5
ADE2,2024-06-17 19:30:00+00:00,2024,10.1,4.2,7.5,129.2,64.7,13.7,11.6,7.7,,8.8,8.8,1.4,1.4
ADE2,2024-06-17 20:00:00+00:00,2024,10.0,3.6,6.1,131.0,65.9,16.5,12.2,7.1,,8.7,8.8,0.1,1.4
ADE2,2024-06-17 20:30:00+00:00,2024,9.9,5.2,10.4,135.3,65.4,12.7,11.5,6.6,,8.9,8.9,-0.0,1.4
ADE2,2024-06-17 21:00:00+00:00,2024,10.2,6.6,8.1,129.3,63.8,8.9,11.4,6.4,,9.2,9.2,-0.0,1.4
ADE2,2024-06-17 21:30:00+00:00,2024,10.1,6.9,9.5,128.2,63.5,10.8,11.3,6.2,,9.1,9.2,-0.0,1.4
ADE2,2024-06-17 22:00:00+00:00,2024,10.1,6.6,9.3,129.3,63.2,8.1,11.3,5.9,,8.9,8.9,-0.0,1.3
ADE2,2024-06-17 22:30:00+00:00,2024,9.8,6.5,8.5,128.8,63.4,8.4,11.2,5.6,,8.6,8.6,-0.0,1.2
ADE2,2024-06-17 23:00:00+00:00,2024,9.8,6.6,8.3,129.9,63.4,7.9,11.1,5.4,,8.5,8.5,-0.0,1.2
ADE2,2024-06-17 23:30:00+00:00,2024,9.5,5.9,7.5,133.9,63.9,8.9,11.0,5.1,,8.2,8.2,-0.0,1.1
ADE2,2024-06-18 00:00:00+00:00,2024,9.4,5.6,7.0,135.6,63.2,9.1,11.2,4.9,,8.3,8.3,-0.0,1.1
ADE2,2024-06-18 00:30:00+00:00,2024,9.3,5.2,6.7,135.4,63.4,9.6,11.6,4.7,,8.1,8.1,-0.0,1.0
ADE2,2024-06-18 01:00:00+00:00,2024,10.0,4.5,7.5,134.3,55.0,12.3,11.0,4.5,,8.3,8.6,-0.0,1.2
ADE2,2024-06-18 01:30:00+00:00,2024,10.5,3.5,6.4,136.1,47.3,22.1,11.3,4.3,,9.4,9.7,-0.0,1.1
ADE2,2024-06-18 02:00:00+00:00,2024,10.7,3.1,5.6,137.3,42.1,23.8,11.4,4.0,,10.0,10.2,-0.0,1.0
ADE2,2024-06-18 02:30:00+00:00,2024,10.6,3.2,6.5,137.0,40.7,19.9,11.4,3.8,,9.5,9.8,-0.0,0.9
ADE2,2024-06-18 03:00:00+00:00,2024,10.9,3.0,7.9,139.0,35.3,20.8,10.9,3.5,,9.7,10.1,-0.0,0.9
ADE2,2024-06-18 03:30:00+00:00,2024,10.6,2.6,5.6,139.3,37.5,22.3,11.0,3.3,,9.4,9.7,0.1,0.8
ADE2,2024-06-18 04:00:00+00:00,2024,10.4,2.7,5.9,138.7,37.9,20.7,11.1,3.1,,8.9,9.3,1.5,0.8
ADE2,2024-06-18 04:30:00+00:00,2024,10.1,4.3,6.6,132.5,42.0,12.8,10.3,3.1,,8.4,8.8,4.2,0.9
ADE2,2024-06-18 05:00:00+00:00,2024,9.7,3.5,5.5,126.9,44.9,13.9,10.4,3.1,,8.2,8.4,4.9,0.8
ADE2,2024-06-18 05:30:00+00:00,2024,10.2,3.6,7.5,136.2,40.4,22.0,10.0,3.1,,9.1,9.3,6.5,0.9
ADE2,2024-06-18 06:00:00+00:00,2024,9.9,4.5,7.7,137.0,44.4,14.7,10.0,3.3,,9.6,9.7,34.7,0.9
ADE2,2024-06-18 06:30:00+00:00,2024,10.2,3.7,7.3,133.9,42.6,18.4,10.4,5.3,,10.8,10.7,57.7,1.3
ADE2,2024-06-18 07:00:00+00:00,2024,10.8,2.6,5.4,129.7,40.1,29.6,10.3,7.0,,11.2,11.1,71.5,1.5
ADE2,2024-06-18 07:30:00+00:00,2024,11.0,3.2,5.8,126.3,38.4,15.7,9.8,8.6,,11.9,11.6,93.5,1.8
ADE2,2024-06-18 08:00:00+00:00,2024,10.4,5.4,9.1,121.8,47.4,15.4,9.8,9.9,,11.5,11.1,123.5,1.8
ADE2,2024-06-18 08:30:00+00:00,2024,10.5,5.8,10.0,129.9,47.2,12.1,9.7,10.4,,11.4,11.1,126.4,2.3
ADE2,2024-06-18 09:00:00+00:00,2024,10.3,6.7,8.4,132.7,45.7,10.0,9.2,10.5,,11.3,10.9,137.4,2.3
ADE2,2024-06-18 09:30:00+00:00,2024,11.3,6.1,8.2,135.0,39.9,10.7,9.2,11.0,,12.3,12.0,148.4,2.7
ADE2,2024-06-18 10:00:00+00:00,2024,10.7,6.3,8.0,133.4,48.7,9.2,9.4,11.6,,11.6,11.3,148.5,2.7
ADE2,2024-06-18 10:30:00+00:00,2024,10.8,5.6,7.6,133.7,51.4,9.5,10.2,12.2,,11.8,11.5,157.6,2.9
ADE2,2024-06-18 11:00:00+00:00,2024,11.0,4.6,6.4,138.3,52.4,11.5,10.6,12.3,,12.3,12.0,158.7,3.2
ADE2,2024-06-18 11:30:00+00:00,2024,11.5,4.2,5.7,140.9,47.9,11.9,11.1,12.2,,12.8,12.7,156.4,3.2
ADE2,2024-06-18 12:00:00+00:00,2024,11.9,3.3,5.8,138.9,54.1,15.8,11.8,12.2,,13.5,13.4,153.7,3.5
ADE2,2024-06-18 12:30:00+00:00,2024,12.3,2.4,4.8,127.1,54.7,20.8,12.3,13.7,,14.0,13.9,145.6,3.9
ADE2,2024-06-18 13:00:00+00:00,2024,13.0,1.7,5.4,136.7,52.2,36.4,12.6,15.2,,14.8,15.0,154.2,3.9
ADE2,2024-06-18 13:30:00+00:00,2024,12.8,2.3,7.1,145.4,53.8,30.4,12.9,16.5,,14.5,14.8,156.3,4.1
ADE2,2024-06-18 14:00:00+00:00,2024,12.9,2.7,5.8,127.1,54.1,25.9,14.0,16.6,,14.6,14.8,140.6,4.0
ADE2,2024-06-18 14:30:00+00:00,2024,12.8,1.7,4.4,138.8,54.2,25.1,14.3,16.5,,14.2,14.5,130.9,3.9
ADE2,2024-06-18 15:00:00+00:00,2024,13.2,2.1,5.7,131.0,53.9,26.6,14.6,15.0,,14.7,15.0,123.7,3.7
ADE2,2024-06-18 15:30:00+00:00,2024,12.9,2.1,3.9,134.2,55.0,22.0,15.9,14.2,,14.3,14.7,101.7,3.0
ADE2,2024-06-18 16:00:00+00:00,2024,13.1,2.4,4.7,140.9,54.6,18.9,16.2,13.0,,14.6,14.8,85.4,2.6
ADE2,2024-06-18 16:30:00+00:00,2024,13.0,2.7,6.5,129.7,55.1,23.5,16.8,10.1,,14.5,14.6,72.0,2.7
ADE2,2024-06-18 17:00:00+00:00,2024,12.5,4.0,6.6,135.6,56.4,15.0,17.7,7.1,,12.3,13.0,39.5,2.4
ADE2,2024-06-18 17:30:00+00:00,2024,12.6,5.0,8.6,134.4,55.4,17.3,17.6,5.4,,12.8,13.3,41.5,2.3
ADE2,2024-06-18 18:00:00+00:00,2024,12.4,5.8,9.7,136.1,54.5,14.1,17.8,4.1,,12.1,12.3,27.2,2.0
ADE2,2024-06-18 18:30:00+00:00,2024,12.1,6.7,10.2,137.3,52.9,12.3,18.9,2.9,,11.1,11.3,14.0,1.7
ADE2,2024-06-18 19:00:00+00:00,2024,12.1,7.2,9.7,135.5,50.8,11.3,18.5,2.3,,11.0,11.2,4.2,1.6
ADE2,2024-06-18 19:30:00+00:00,2024,11.9,7.0,10.2,137.3,50.9,10.4,19.3,2.0,,10.6,10.9,1.2,1.4
ADE2,2024-06-18 20:00:00+00:00,2024,11.7,7.2,10.1,137.0,53.2,10.2,19.3,1.7,,10.2,10.4,0.1,1.4
ADE2,2024-06-18 20:30:00+00:00,2024,11.4,6.8,9.6,139.9,54.9,11.8,19.4,1.6,,10.0,10.3,-0.0,1.4
ADE2,2024-06-18 21:00:00+00:00,2024,11.3,7.0,10.2,136.7,55.3,11.4,19.3,1.5,,10.1,10.3,-0.0,1.3
ADE2,2024-06-18 21:30:00+00:00,2024,10.8,6.2,9.6,135.4,58.1,12.6,19.7,1.4,,9.6,9.8,-0.0,1.2
ADE2,2024-06-18 22:00:00+00:00,2024,11.0,7.0,9.4,135.7,55.2,10.3,19.5,1.3,,9.9,10.1,-0.0,1.4
ADE2,2024-06-18 22:30:00+00:00,2024,11.5,6.7,11.2,133.4,52.5,15.4,19.6,1.3,,10.5,10.7,-0.0,1.4
ADE2,2024-06-18 23:00:00+00:00,2024,11.5,6.7,10.8,135.7,52.0,14.6,19.4,1.2,,10.5,10.7,-0.0,1.5
ADE2,2024-06-18 23:30:00+00:00,2024,11.5,7.7,10.1,135.8,50.5,10.0,19.4,1.2,,10.3,10.6,-0.0,1.6
ADE2,2024-06-19 00:00:00+00:00,2024,11.0,7.6,10.3,135.4,54.9,11.1,18.8,1.2,,10.0,10.2,-0.0,1.4
ADE2,2024-06-19 00:30:00+00:00,2024,11.0,6.7,10.1,136.0,55.1,13.8,19.0,1.2,,10.2,10.4,-0.0,1.5
ADE2,2024-06-19 01:00:00+00:00,2024,11.0,7.7,11.0,131.6,55.6,13.0,19.0,1.2,,10.1,10.3,-0.0,1.5
ADE2,2024-06-19 01:30:00+00:00,2024,11.3,8.7,11.5,126.6,55.4,9.4,18.8,1.2,,10.3,10.5,-0.0,1.4
ADE2,2024-06-19 02:00:00+00:00,2024,11.3,7.6,10.2,128.2,54.6,11.3,18.5,1.2,,10.4,10.6,-0.0,1.4
ADE2,2024-06-19 02:30:00+00:00,2024,11.3,6.6,8.9,130.2,54.7,14.5,18.6,1.2,,10.4,10.6,-0.0,1.4
ADE2,2024-06-19 03:00:00+00:00,2024,11.3,6.1,8.5,126.9,53.5,12.4,18.5,1.2,,10.3,10.5,-0.0,1.4
ADE2,2024-06-19 03:30:00+00:00,2024,11.3,5.0,7.3,128.7,52.8,13.2,18.8,1.2,,10.1,10.3,0.1,1.3
ADE2,2024-06-19 04:00:00+00:00,2024,11.5,3.4,6.8,121.0,49.4,18.9,18.3,1.2,,9.8,10.1,0.9,1.3
ADE2,2024-06-19 04:30:00+00:00,2024,10.9,4.0,6.7,128.7,50.6,15.8,18.7,1.1,,9.7,9.9,2.6,1.2
ADE2,2024-06-19 05:00:00+00:00,2024,11.3,5.0,7.8,130.6,48.2,14.1,17.7,1.2,,10.2,10.4,3.9,1.3
ADE2,2024-06-19 05:30:00+00:00,2024,11.4,6.0,8.7,130.8,46.4,11.2,17.6,1.2,,10.4,10.6,5.1,1.3
ADE2,2024-06-19 06:00:00+00:00,2024,11.3,5.3,7.2,128.8,46.8,10.2,18.0,1.3,,11.1,11.0,24.8,1.3
ADE2,2024-06-19 06:30:00+00:00,2024,11.5,5.1,6.7,123.4,45.8,10.2,17.9,2.0,,12.0,11.8,42.7,1.5
ADE2,2024-06-19 07:00:00+00:00,2024,11.6,4.2,5.9,126.2,45.3,10.8,18.1,2.9,,12.5,12.2,64.0,1.6
ADE2,2024-06-19 07:30:00+00:00,2024,12.4,3.2,5.9,121.4,43.2,18.9,18.3,3.8,,13.5,13.2,84.1,2.0
ADE2,2024-06-19 08:00:00+00:00,2024,12.5,3.3,7.2,120.2,43.3,19.5,18.5,4.6,,13.6,13.3,91.0,2.2
